season,index,category,term,clean_term
fall 2022,26,Clothing,cool jackets,cool jacket
fall 2022,26,Clothing,basic blazers,basic blazer
fall 2022,26,Clothing,basic turtleneck,basic turtleneck
fall 2022,26,Clothing,a jacket like this,a jacket like thi
fall 2022,26,Colors,leather,leather
fall 2022,26,Colors,hot pink,hot pink
fall 2022,26,Colors,caramel tones,caramel tone
fall 2022,26,Materials,leather,leather
fall 2022,26,Trends,all leather outfits,all leather outfit
fall 2022,26,Trends,sequence,sequence
fall 2022,26,Trends,lots of cool jackets,lot of cool jacket
fall 2022,26,Trends,lots of basics,lot of basic
fall 2022,27,Clothing,dress,dress
fall 2022,27,Clothing,skirt,skirt
fall 2022,27,Shoes,loafers,loafer
fall 2022,27,Shoes,heels,heel
fall 2022,27,Shoes,slides,slide
fall 2022,27,Accessories,buckle,buckle
fall 2022,27,Colors,bone,bone
fall 2022,27,Trends,loafers,loafer
fall 2022,27,Other,platform,platform
fall 2022,27,Other,chunky heel,chunky heel
fall 2022,27,Other,edgy element,edgy element
fall 2022,27,Other,dainty buckle,dainty buckle
fall 2022,28,Clothing,riding pants,riding pant
fall 2022,28,Clothing,tank,tank
fall 2022,28,Clothing,corsets,corset
fall 2022,28,Clothing,bomber jackets,bomber jacket
fall 2022,28,Clothing,sequin bomber jacket,sequin bomber jacket
fall 2022,28,Colors,hot pink,hot pink
fall 2022,28,Colors,magenta,magenta
fall 2022,28,Trends,Bridgerton vibe,bridgerton vibe
fall 2022,28,Trends,Barbie Corp,barbie corp
fall 2022,28,Trends,minimalism and maximalism,minimalism and maximalism
fall 2022,28,Trends,eclectic,eclectic
fall 2022,28,Trends,"all sequins, all shimmer, all everything","all sequins, all shimmer, all everything"
fall 2022,28,Trends,sporty,sporty
fall 2022,28,Trends,back to basics,back to basic
fall 2022,28,Trends,aviator nation,aviator nation
fall 2022,28,Trends,fighter pilot,fighter pilot
fall 2022,28,Trends,eclectic sportswear,eclectic sportswear
fall 2022,29,Clothing,sweaters,sweater
fall 2022,29,Clothing,long sleeves,long sleeve
fall 2022,29,Clothing,pants,pant
fall 2022,29,Clothing,jeans,jean
fall 2022,29,Clothing,light jackets,light jacket
fall 2022,29,Trends,light jacket season,light jacket season
fall 2022,30,Clothing,all-white look,all-white look
fall 2022,30,Clothing,creamy ivory sets,creamy ivory set
fall 2022,30,Clothing,sweater vest,sweater vest
fall 2022,30,Clothing,dress up outfit,dress up outfit
fall 2022,30,Clothing,dress down outfit,dress down outfit
fall 2022,30,Clothing,coastal grandma thing,coastal grandma thing
fall 2022,30,Clothing,loose jean,loose jean
fall 2022,30,Accessories,thick cuff,thick cuff
fall 2022,30,Colors,white,white
fall 2022,30,Colors,ivory,ivory
fall 2022,30,Trends,all-white look,all-white look
fall 2022,30,Trends,quilting,quilting
fall 2022,30,Patterns,quilting pattern,quilting pattern
fall 2022,30,Patterns,coastal grandma thing,coastal grandma thing
fall 2022,30,Patterns,vintage patterns,vintage pattern
fall 2022,31,Clothing,hoodie,hoodie
fall 2022,31,Clothing,dress,dress
fall 2022,31,Shoes,these,these
fall 2022,31,Accessories,off-woink headband,off-woink headband
fall 2022,31,Trends,something Bella Hadid would do,something bella hadid would do
fall 2022,31,Other,cute,cute
fall 2022,31,Other,wrinkly,wrinkly
fall 2022,31,Other,funky,funky
fall 2022,31,Other,off-woink headband,off-woink headband
fall 2022,31,Other,mask,mask
fall 2022,32,Clothing,skirt,skirt
fall 2022,32,Clothing,dress,dress
fall 2022,32,Clothing,shorts,short
fall 2022,32,Clothing,top,top
fall 2022,32,Shoes,vintage heels,vintage heel
fall 2022,32,Accessories,fake Chanel tides,fake chanel tide
fall 2022,32,Accessories,chain belt,chain belt
fall 2022,32,Accessories,necklace,necklace
fall 2022,32,Accessories,lip,lip
fall 2022,32,Accessories,jewelry,jewelry
fall 2022,32,Accessories,bracelet,bracelet
fall 2022,32,Accessories,engagement ring,engagement ring
fall 2022,32,Colors,nude,nude
fall 2022,32,Trends,fake Chanel tides,fake chanel tide
fall 2022,32,Other,warmers,warmer
fall 2022,32,Other,coffee day,coffee day
fall 2022,32,Other,posh mark,posh mark
fall 2022,32,Other,pink,pink
fall 2022,32,Other,bag,bag
fall 2022,33,Clothing,skirt,skirt
fall 2022,33,Colors,dark lipstick,dark lipstick
fall 2022,33,Colors,vampy undertones,vampy undertone
fall 2022,33,Colors,burgundy,burgundy
fall 2022,33,Trends,fall trend predictions,fall trend prediction
fall 2022,33,Trends,90s aesthetic,90 aesthetic
fall 2022,33,Other,makeup look,makeup look
fall 2022,33,Other,practical magic charmed Sabrina the Teenage Witch,practical magic charmed sabrina the teenage witch
fall 2022,33,Other,powder sunscreen from color rescience,powder sunscreen from color rescience
fall 2022,33,Other,looming lotion,looming lotion
fall 2022,33,Other,Elf Staining Lip Gloss,elf staining lip gloss
fall 2022,33,Other,Berry Queen,berry queen
fall 2022,33,Other,glowy look,glowy look
fall 2022,33,Other,monochromatic,monochromatic
fall 2022,34,Clothing,leather pants,leather pant
fall 2022,34,Clothing,white long sleeved suit (from Maritzi),white long sleeved suit (from maritzi)
fall 2022,34,Clothing,skims bra,skim bra
fall 2022,34,Clothing,blazer (from Zara),blazer (from zara)
fall 2022,34,Shoes,black Zara sock boots,black zara sock boot
fall 2022,34,Accessories,cat eye sunglasses,cat eye sunglasse
fall 2022,34,Accessories,Gucci bag,gucci bag
fall 2022,34,Colors,white,white
fall 2022,34,Materials,leather,leather
fall 2022,34,Trends,30 days of fallout fits,30 day of fallout fit
fall 2022,35,Clothing,5-3 size 10-12 girl dress,5-3 size 10-12 girl dress
fall 2022,35,Clothing,leggings,legging
fall 2022,35,Clothing,oversized graphic tee,oversized graphic tee
fall 2022,35,Clothing,baggy jeans,baggy jean
fall 2022,35,Clothing,size 30 baggy jeans,size 30 baggy jean
fall 2022,35,Clothing,31 crumbia order size baggy jeans,31 crumbia order size baggy jean
fall 2022,35,Clothing,size 30 jeans (if baggy is too baggy),size 30 jean (if baggy i too baggy)
fall 2022,35,Clothing,bodysuit,bodysuit
fall 2022,35,Clothing,rip material bodysuit,rip material bodysuit
fall 2022,35,Clothing,flannel,flannel
fall 2022,35,Shoes,Nike's,nike'
fall 2022,35,Accessories,necklace (not recommended due to pulling hair),necklace (not recommended due to pulling hair)
fall 2022,35,Accessories,gold hoops,gold hoop
fall 2022,35,Accessories,Apple watch,apple watch
fall 2022,35,Materials,graphic,graphic
fall 2022,35,Materials,leggings material,legging material
fall 2022,35,Materials,oversized tee material,oversized tee material
fall 2022,35,Materials,baggy jeans material,baggy jean material
fall 2022,35,Materials,size 30 jeans material,size 30 jean material
fall 2022,35,Materials,31 crumbia order size jeans material,31 crumbia order size jean material
fall 2022,35,Materials,jeans material (if baggy is too baggy),jean material (if baggy i too baggy)
fall 2022,35,Materials,bodysuit material,bodysuit material
fall 2022,35,Materials,flannel material,flannel material
fall 2022,35,Trends,spooky vibes,spooky vibe
fall 2022,36,Clothing,90 straight high-waisted jeans,90 straight high-waisted jean
fall 2022,36,Clothing,oversized cardigan,oversized cardigan
fall 2022,36,Shoes,silver heels,silver heel
fall 2022,36,Accessories,belt,belt
fall 2022,36,Accessories,bracelet,bracelet
fall 2022,36,Accessories,lipstick,lipstick
fall 2022,36,Accessories,glasses,glasse
fall 2022,36,Accessories,bag,bag
fall 2022,36,Trends,90,90
fall 2022,36,Trends,high-waisted,high-waisted
fall 2022,36,Other,button-fly,button-fly
fall 2022,36,Other,from H&M,from h&m
fall 2022,36,Other,from Amazon,from amazon
fall 2022,36,Other,from Zaram,from zaram
fall 2022,36,Other,from Steve Madden,from steve madden
fall 2022,36,Other,from Primark,from primark
fall 2022,36,Other,from Icanzine Zanzy,from icanzine zanzy
fall 2022,37,Clothing,corset,corset
fall 2022,37,Clothing,jeans,jean
fall 2022,37,Shoes,shoes,shoe
fall 2022,37,Accessories,chain,chain
fall 2022,37,Accessories,Votegas sunglasses,votega sunglasse
fall 2022,37,Other,outfit of the day,outfit of the day
fall 2022,37,Other,redone,redone
fall 2022,38,Clothing,cargo pant,cargo pant
fall 2022,38,Clothing,blazer,blazer
fall 2022,38,Clothing,silk pant,silk pant
fall 2022,38,Clothing,black blouse,black blouse
fall 2022,38,Clothing,maxi coat,maxi coat
fall 2022,38,Clothing,navy blue jacket,navy blue jacket
fall 2022,38,Clothing,denim,denim
fall 2022,38,Clothing,ox furtage button-down shirt,ox furtage button-down shirt
fall 2022,38,Clothing,turtleneck,turtleneck
fall 2022,38,Clothing,quilted skirt,quilted skirt
fall 2022,38,Clothing,mohair sweater,mohair sweater
fall 2022,38,Clothing,faux leather trouser,faux leather trouser
fall 2022,38,Clothing,silk beige blazer,silk beige blazer
fall 2022,38,Clothing,chocolate brown button-down shirt,chocolate brown button-down shirt
fall 2022,38,Clothing,beige suit,beige suit
fall 2022,38,Clothing,beige dress,beige dress
fall 2022,38,Shoes,boot,boot
fall 2022,38,Shoes,sneakers,sneaker
fall 2022,38,Accessories,belt,belt
fall 2022,38,Accessories,bag,bag
fall 2022,38,Colors,olive green,olive green
fall 2022,38,Colors,black,black
fall 2022,38,Colors,navy blue,navy blue
fall 2022,38,Colors,different blue,different blue
fall 2022,38,Colors,beige,beige
fall 2022,38,Materials,silk,silk
fall 2022,38,Materials,leather,leather
fall 2022,38,Materials,denim,denim
fall 2022,38,Materials,mohair,mohair
fall 2022,38,Materials,quilted,quilted
fall 2022,38,Materials,faux leather,faux leather
fall 2022,38,Materials,beige suit,beige suit
fall 2022,38,Trends,streetwear,streetwear
fall 2022,38,Trends,minimal,minimal
fall 2022,38,Trends,elevated,elevated
fall 2022,39,Clothing,outfit,outfit
fall 2022,39,Other,foreign country,foreign country
fall 2022,40,Clothing,scarptop,scarptop
fall 2022,40,Clothing,dress,dress
fall 2022,40,Accessories,statement pendants,statement pendant
fall 2022,40,Accessories,medallions,medallion
fall 2022,40,Accessories,vintage one,vintage one
fall 2022,40,Accessories,knacker accessories,knacker accessorie
fall 2022,40,Accessories,harnesses,harnesse
fall 2022,40,Materials,leather,leather
fall 2022,40,Trends,statement pendants,statement pendant
fall 2022,40,Trends,medallions,medallion
fall 2022,40,Trends,knacker accessories,knacker accessorie
fall 2022,40,Trends,chiffon for fall,chiffon for fall
fall 2022,40,Trends,harnesses,harnesse
fall 2022,41,Clothing,sweater,sweater
fall 2022,41,Clothing,sweater skirt,sweater skirt
fall 2022,41,Clothing,button up,button up
fall 2022,41,Clothing,shacket,shacket
fall 2022,41,Trends,2022 fashion,2022 fashion
fall 2022,41,Trends,shacket return,shacket return
fall 2022,41,Other,sweater hater,sweater hater
fall 2022,41,Other,slimmer leg,slimmer leg
fall 2022,41,Other,elevated,elevated
fall 2022,41,Other,current,current
fall 2022,41,Other,next part,next part
fall 2022,42,Clothing,style jacket,style jacket
fall 2022,42,Clothing,coach jackets,coach jacket
fall 2022,42,Clothing,bomber jackets,bomber jacket
fall 2022,42,Clothing,cargo pants,cargo pant
fall 2022,42,Clothing,trousers,trouser
fall 2022,42,Clothing,zikis pants,ziki pant
fall 2022,42,Clothing,work pants,work pant
fall 2022,42,Clothing,parachute pants,parachute pant
fall 2022,42,Trends,angular and angular fitted jackets,angular and angular fitted jacket
fall 2022,42,Trends,casual athletic types,casual athletic type
fall 2022,42,Trends,parachute pants,parachute pant
fall 2022,43,Clothing,cargo skirts,cargo skirt
fall 2022,43,Clothing,mini cargo skirts,mini cargo skirt
fall 2022,43,Clothing,longer cargo skirts,longer cargo skirt
fall 2022,43,Clothing,lingerie-esque pieces,lingerie-esque piece
fall 2022,43,Clothing,dresses,dresse
fall 2022,43,Clothing,tops,top
fall 2022,43,Materials,mat,mat
fall 2022,43,Trends,cargo skirts trend,cargo skirt trend
fall 2022,43,Trends,lingerie-esque trend,lingerie-esque trend
fall 2022,43,Trends,layering trend,layering trend
fall 2022,44,Shoes,530s,530
fall 2022,44,Shoes,574s,574
fall 2022,44,Shoes,550s,550
fall 2022,44,Shoes,Air Force 1 alternative,air force 1 alternative
fall 2022,44,Shoes,993s,993
fall 2022,44,Shoes,992s,992
fall 2022,44,Shoes,878s,878
fall 2022,44,Shoes,2002 Rs or 2002s,2002 r or 2002
fall 2022,44,Colors,blue,blue
fall 2022,44,Colors,burgundy,burgundy
fall 2022,44,Trends,apron for sneakers,apron for sneaker
fall 2022,44,Trends,Air Force 1 alternative vibe,air force 1 alternative vibe
fall 2022,44,Trends,Pinterest shoes,pinterest shoe
fall 2022,45,Clothing,maxi-hem dress,maxi-hem dress
fall 2022,45,Clothing,maxi-hem skirt,maxi-hem skirt
fall 2022,45,Clothing,tube top,tube top
fall 2022,45,Clothing,loose trousers,loose trouser
fall 2022,45,Clothing,leather blazer,leather blazer
fall 2022,45,Clothing,oversized butt-naps,oversized butt-nap
fall 2022,45,Clothing,vest,vest
fall 2022,45,Clothing,satin skirt,satin skirt
fall 2022,45,Colors,black,black
fall 2022,45,Colors,white,white
fall 2022,45,Colors,beige,beige
fall 2022,45,Colors,gray,gray
fall 2022,45,Colors,blues,blue
fall 2022,45,Materials,leather,leather
fall 2022,45,Trends,90s minimalism,90 minimalism
fall 2022,45,Patterns,no print,no print
fall 2022,46,Clothing,trench coats,trench coat
fall 2022,46,Clothing,puffer coats,puffer coat
fall 2022,46,Clothing,leather jackets,leather jacket
fall 2022,46,Clothing,fur jackets,fur jacket
fall 2022,46,Clothing,dresses,dresse
fall 2022,46,Clothing,stripes suits,stripe suit
fall 2022,46,Clothing,skirts,skirt
fall 2022,46,Clothing,leather trench coats,leather trench coat
fall 2022,46,Clothing,leather dresses,leather dresse
fall 2022,46,Clothing,leather bombers,leather bomber
fall 2022,46,Clothing,leather suit,leather suit
fall 2022,46,Clothing,leather outfits,leather outfit
fall 2022,46,Accessories,headbands,headband
fall 2022,46,Materials,leather,leather
fall 2022,46,Trends,popping,popping
fall 2022,46,Trends,80s,80
fall 2022,46,Trends,preppy vibes,preppy vibe
fall 2022,46,Trends,varsity style,varsity style
fall 2022,46,Patterns,stripes,stripe
fall 2022,46,Patterns,polka dot (implied from 'Barbie'),polka dot (implied from 'barbie')
fall 2022,47,Clothing,pleated skirts,pleated skirt
fall 2022,47,Clothing,oversized white button up,oversized white button up
fall 2022,47,Clothing,button ups,button up
fall 2022,47,Clothing,cropped button ups,cropped button up
fall 2022,47,Accessories,ties,tie
fall 2022,47,Trends,preppy style,preppy style
fall 2022,47,Trends,disheveled schoolgirl style,disheveled schoolgirl style
fall 2022,48,Clothing,long sleeve skirt,long sleeve skirt
fall 2022,48,Clothing,leather skirt,leather skirt
fall 2022,48,Clothing,top,top
fall 2022,48,Shoes,new heels,new heel
fall 2022,48,Accessories,backpack (implied from 'My back is Henry Bendel'),backpack (implied from 'my back i henry bendel')
fall 2022,48,Materials,leather,leather
fall 2022,48,Other,silhouette,silhouette
fall 2022,48,Other,hour glass,hour glass
summer 2022,0,Clothing,parachute pants,parachute pant
summer 2022,0,Clothing,cargo pants,cargo pant
summer 2022,0,Clothing,tube tops,tube top
summer 2022,0,Clothing,strapless tops,strapless top
summer 2022,0,Clothing,strapless dresses,strapless dresse
summer 2022,0,Clothing,vest tops,vest top
summer 2022,0,Clothing,open vest,open vest
summer 2022,0,Clothing,split front top,split front top
summer 2022,0,Trends,super baggy and loose,super baggy and loose
summer 2022,0,Trends,toned down versions,toned down version
summer 2022,0,Trends,split front,split front
summer 2022,1,Colors,Colbert Blue,colbert blue
summer 2022,1,Colors,Cerulean Blue,cerulean blue
summer 2022,1,Colors,Vibrant Pink,vibrant pink
summer 2022,1,Colors,Pink in Orange,pink in orange
summer 2022,1,Colors,Lime Green,lime green
summer 2022,1,Colors,Rich Cream,rich cream
summer 2022,1,Colors,Pale Yellow,pale yellow
summer 2022,1,Colors,Bright Yellow,bright yellow
summer 2022,1,Colors,Buttercream Yellow,buttercream yellow
summer 2022,1,Colors,Gray,gray
summer 2022,1,Colors,Navy,navy
summer 2022,1,Trends,Vibrant colors,vibrant color
summer 2022,1,Trends,Color tone colors,color tone color
summer 2022,1,Trends,Gray notches,gray notche
summer 2022,2,Trends,newspaper print,newspaper print
summer 2022,2,Trends,postcard pattern,postcard pattern
summer 2022,2,Trends,abstract prints,abstract print
summer 2022,2,Trends,graphic prints,graphic print
summer 2022,2,Trends,geometric abstract prints,geometric abstract print
summer 2022,2,Trends,watercolor-esque prints,watercolor-esque print
summer 2022,2,Trends,gingham print,gingham print
summer 2022,2,Trends,checkered print,checkered print
summer 2022,2,Patterns,newspaper print,newspaper print
summer 2022,2,Patterns,postcard pattern,postcard pattern
summer 2022,2,Patterns,abstract prints,abstract print
summer 2022,2,Patterns,graphic prints,graphic print
summer 2022,2,Patterns,geometric abstract prints,geometric abstract print
summer 2022,2,Patterns,watercolor-esque prints,watercolor-esque print
summer 2022,2,Patterns,gingham print,gingham print
summer 2022,2,Patterns,checkered print,checkered print
