season,index,category,term
winter 2022,16,Trends,racing graphics
winter 2022,16,Trends,sports iterations
winter 2022,16,Trends,psychedelic prints
winter 2022,16,Trends,quilting
winter 2022,16,Patterns,psychedelic prints
winter 2022,17,Clothing,Jeffrey Campbell meal platforms
winter 2022,17,Clothing,platform loaf
winter 2022,17,Clothing,white outfit
winter 2022,17,Clothing,little white suit
winter 2022,17,Clothing,another pair
winter 2022,17,Clothing,Sam's
winter 2022,17,Clothing,slipper
winter 2022,17,Clothing,jacket
winter 2022,17,Clothing,long trench
winter 2022,17,Clothing,down vest
winter 2022,17,Shoes,Jeffrey Campbell meal platforms
winter 2022,17,Shoes,platform loaf
winter 2022,17,Shoes,another pair
winter 2022,17,Shoes,Sam's
winter 2022,17,Colors,80s winner
winter 2022,17,Colors,white
winter 2022,17,Colors,off white
winter 2022,17,Colors,Brown
winter 2022,17,Trends,80s
winter 2022,17,Trends,business casual
winter 2022,17,Trends,Y2K
winter 2022,17,Trends,layering pieces
winter 2022,18,Clothing,winter outfit
winter 2022,18,Clothing,chunky sweater
winter 2022,18,Clothing,belt
winter 2022,18,Clothing,flat boots
winter 2022,18,Clothing,trench coat
winter 2022,18,Clothing,long trench coat
winter 2022,18,Clothing,long cardigan
winter 2022,18,Shoes,flat shoes
winter 2022,18,Shoes,flat boots
winter 2022,18,Accessories,belt
winter 2022,18,Trends,super minimal
winter 2022,18,Trends,not seeing a lot of pattern
winter 2022,18,Trends,seeing a lot more texture
winter 2022,18,Other,outfit inspiration
winter 2022,18,Other,trench coat (as adding another dimension to your outfit)
winter 2022,18,Other,long cardigan (as adding another layer)
winter 2022,19,Clothing,fur trim coats
winter 2022,19,Clothing,fur trim sweater
winter 2022,19,Clothing,aviator jacket
winter 2022,19,Clothing,anything with cheerling
winter 2022,19,Shoes,super chunky heels
winter 2022,19,Shoes,moon boots
winter 2022,19,Accessories,super dramatic fur hat
winter 2022,19,Accessories,feathers
winter 2022,19,Accessories,feather trimmed
winter 2022,19,Accessories,wispy feathery material
winter 2022,19,Accessories,cheerling
winter 2022,19,Materials,fur
winter 2022,19,Materials,wispy feathery material
winter 2022,19,Trends,fur trim
winter 2022,19,Trends,feathers
winter 2022,19,Trends,aviator jacket
winter 2022,19,Trends,cheerling
winter 2022,19,Trends,moon boots
winter 2022,20,Clothing,leather jackets
winter 2022,20,Clothing,oversized leather jacket
winter 2022,20,Clothing,little jacket
winter 2022,20,Clothing,chunky knit sweater
winter 2022,20,Clothing,deconstructed academia style
winter 2022,20,Shoes,platforms
winter 2022,20,Materials,leather
winter 2022,20,Materials,fur
winter 2022,20,Trends,leather jackets with fur trim
winter 2022,20,Trends,over exaggerated sleeve and color trim
winter 2022,20,Trends,platforms
winter 2022,20,Trends,chunky knit sweaters
winter 2022,20,Trends,deconstructed academia style
winter 2022,21,Clothing,staple pieces
winter 2022,21,Clothing,good pair of black chains
winter 2022,21,Clothing,baseball caps
winter 2022,21,Clothing,knee high boot
winter 2022,21,Clothing,French coat
winter 2022,21,Clothing,"plaid, howling's tooth or check skirt"
winter 2022,21,Shoes,knee high boot
winter 2022,21,Accessories,good pair of black chains
winter 2022,21,Accessories,baseball caps
winter 2022,21,Colors,black
winter 2022,21,Trends,pattern tights
winter 2022,21,Patterns,pattern tights
winter 2022,21,Patterns,"plaid, howling's tooth or check skirt"
winter 2022,22,Clothing,leather blazer
winter 2022,22,Clothing,warmers
winter 2022,22,Clothing,white button down shirts
winter 2022,22,Clothing,one piece dress
winter 2022,22,Shoes,leather ones
winter 2022,22,Shoes,plain black pair
winter 2022,22,Colors,black
winter 2022,22,Materials,leather
winter 2022,22,Trends,80s throwback
winter 2022,22,Other,fitted version
winter 2022,22,Other,baggy version
winter 2022,22,Other,crop version
winter 2022,22,Other,extra cropped version
winter 2022,23,Clothing,long skirt
winter 2022,23,Clothing,sweaters
winter 2022,23,Clothing,heel boots
winter 2022,23,Clothing,chunky boots
winter 2022,23,Shoes,heel boots
winter 2022,23,Shoes,chunky boots
winter 2022,23,Trends,long skirts
winter 2022,23,Trends,winter
winter 2022,23,Other,tonal look
winter 2022,23,Other,different textures
winter 2022,24,Clothing,police like leggings
winter 2022,24,Clothing,thin warm top
winter 2022,24,Clothing,turluck
winter 2022,24,Clothing,mutual coat
winter 2022,24,Accessories,fixed socks
winter 2022,24,Accessories,white light warmers
winter 2022,24,Accessories,hair accessories
winter 2022,24,Accessories,most
winter 2022,24,Accessories,neutral scarves
winter 2022,24,Accessories,matching gloves
winter 2022,24,Materials,cashmere
winter 2022,24,Materials,wool
winter 2022,24,Other,Lionel eyes
winter 2022,26,Clothing,off the shoulder tops
winter 2022,26,Clothing,sweater
winter 2022,26,Clothing,crop sweater
winter 2022,26,Clothing,cropped coats
winter 2022,26,Clothing,mini skirt
winter 2022,26,Clothing,blazer
winter 2022,26,Clothing,leg warmers
winter 2022,26,Clothing,Nipoleros
winter 2022,26,Shoes,knee high boots
winter 2022,26,Accessories,tights
winter 2022,26,Accessories,pantyhose
winter 2022,26,Trends,off the shoulder
winter 2022,26,Trends,cropped
winter 2022,26,Trends,mini skirt and knee high boot combo
winter 2022,26,Trends,Nipoleros
winter 2022,27,Clothing,leather pants
winter 2022,27,Clothing,thermal top
winter 2022,27,Clothing,total neck
winter 2022,27,Clothing,wool sweater
winter 2022,27,Clothing,long fur coat
winter 2022,27,Shoes,boots
winter 2022,27,Accessories,leather gloves
winter 2022,27,Accessories,hat
winter 2022,27,Materials,leather
winter 2022,27,Materials,wool
winter 2022,30,Clothing,dress
winter 2022,30,Clothing,leather trousers
winter 2022,30,Clothing,skirt
winter 2022,30,Clothing,camera coat
winter 2022,30,Clothing,leather top
winter 2022,30,Shoes,boots
winter 2022,30,Accessories,gold earrings
winter 2022,30,Materials,leather
winter 2022,30,Materials,fabric
winter 2022,31,Clothing,black jeans
winter 2022,31,Clothing,pale pink sweater
winter 2022,31,Clothing,Abercromby jeans
winter 2022,31,Clothing,converse
winter 2022,31,Shoes,converse
winter 2022,31,Accessories,black belt
winter 2022,31,Accessories,bag
winter 2022,31,Colors,black
winter 2022,31,Colors,pale pink
winter 2022,31,Colors,Beige pink
winter 2022,31,Colors,mustard
winter 2022,31,Other,cream bag
winter 2022,32,Clothing,black crop top
winter 2022,32,Clothing,long sleeve body suit
winter 2022,32,Clothing,gray long sleeve body suit
winter 2022,32,Clothing,overalls
winter 2022,32,Clothing,maroon coat
winter 2022,32,Colors,black
winter 2022,32,Colors,gray
winter 2022,32,Colors,maroon
winter 2022,32,Materials,butter-like
winter 2022,33,Clothing,blazer
winter 2022,33,Clothing,shirt
winter 2022,33,Shoes,riding boots
winter 2022,33,Trends,professional but not boring
winter 2022,33,Other,tucked in
winter 2022,34,Clothing,fur coat
winter 2022,34,Clothing,Gucci horse bit
winter 2022,34,Clothing,oak and forts saji sweater
winter 2022,34,Clothing,Zara belts
winter 2022,34,Clothing,Joes jeans
winter 2022,34,Clothing,Tony Bianco brown boots
winter 2022,34,Clothing,Mango earrings
winter 2022,34,Shoes,Tony Bianco brown boots
winter 2022,34,Accessories,Gucci horse bit
winter 2022,34,Accessories,Zara belts
winter 2022,34,Accessories,mango earrings
winter 2022,34,Colors,brown
winter 2022,34,Colors,burgundy
winter 2022,34,Other,Aegean Teaks (brand)
winter 2022,34,Other,40s (temperature)
winter 2022,34,Other,Mia high rise (jeans style)
winter 2022,34,Other,size small
winter 2022,34,Other,Alpavte (unknown)
winter 2022,34,Other,Italy (location)
winter 2022,35,Clothing,shirt dress
winter 2022,35,Clothing,blazer
winter 2022,35,Clothing,boots
winter 2022,35,Shoes,Zara boots
winter 2022,35,Colors,white
winter 2022,35,Colors,cream
winter 2022,35,Trends,layered
winter 2022,35,Trends,preppy style
winter 2022,35,Trends,wintery
winter 2022,36,Clothing,ski outfit
winter 2022,36,Clothing,white polinec
winter 2022,36,Clothing,thick black leggings
winter 2022,36,Clothing,white beanie
winter 2022,36,Clothing,big ski suit
winter 2022,36,Clothing,jump suit
winter 2022,36,Shoes,snow shoes
winter 2022,36,Accessories,makeup
winter 2022,36,Accessories,engagement ring
winter 2022,36,Accessories,matching set of mittens
winter 2022,36,Colors,white
winter 2022,36,Materials,polinec
winter 2022,36,Trends,jump suit
winter 2022,36,Patterns,polka dot
winter 2022,36,Other,pom-pom
winter 2022,36,Other,insulated
winter 2022,36,Other,size seven
winter 2022,36,Other,size five
winter 2022,36,Other,TikTok
winter 2022,37,Clothing,brown leather blazer
winter 2022,37,Clothing,black leather blazer
winter 2022,37,Clothing,crop little tank top
winter 2022,37,Clothing,mid-rise baggy jeans
winter 2022,37,Clothing,black tight little black dress
winter 2022,37,Clothing,"knee-high, high-heeled boots"
winter 2022,37,Shoes,Air Force ones
winter 2022,37,Shoes,"knee-high, high-heeled boots"
winter 2022,37,Accessories,guess hair bag
winter 2022,37,Accessories,sunglasses
winter 2022,37,Colors,brown
winter 2022,37,Colors,black
winter 2022,37,Materials,leather
winter 2022,38,Clothing,boots
winter 2022,38,Clothing,baggy oversized cute jeans (from PLT)
winter 2022,38,Clothing,top (from H&M)
winter 2022,38,Clothing,white hoodie (from River Island)
winter 2022,38,Clothing,classic black puffer
winter 2022,38,Clothing,lucky tee e-t-phone
winter 2022,38,Clothing,A-Morph Sun
winter 2022,38,Shoes,boots
winter 2022,38,Accessories,pony and wear some in back
winter 2022,38,Accessories,crossover bag
winter 2022,38,Accessories,A-Morph Sun
winter 2022,38,Colors,white
winter 2022,39,Clothing,cargoes
winter 2022,39,Clothing,essentials top
winter 2022,39,Clothing,cream jaunes
winter 2022,39,Clothing,r-coat
winter 2022,39,Shoes,shoes
winter 2022,39,Accessories,cream bag
winter 2022,39,Colors,cream
winter 2022,39,Other,Christmas shop
winter 2022,40,Clothing,long-temmed skirts
winter 2022,40,Clothing,maxi skirts
winter 2022,40,Clothing,dresses
winter 2022,40,Clothing,corsets
winter 2022,40,Clothing,oversized blazers
winter 2022,40,Clothing,oversized coats
winter 2022,40,Clothing,oversized jeans
winter 2022,40,Clothing,leather pants
winter 2022,40,Shoes,boots
winter 2022,40,Shoes,cowboy boots
winter 2022,40,Accessories,bags
winter 2022,40,Materials,leather
winter 2022,40,Trends,long-temmed skirts and dresses
winter 2022,40,Trends,Western trend
winter 2022,40,Trends,corsets
winter 2022,40,Trends,oversized
winter 2022,40,Trends,leather
winter 2022,41,Clothing,dress
winter 2022,41,Clothing,blazer
winter 2022,41,Clothing,statement coat
winter 2022,41,Clothing,shirt
winter 2022,41,Clothing,pants
winter 2022,41,Clothing,tights
winter 2022,41,Clothing,matching sets
winter 2022,41,Materials,fur
winter 2022,41,Materials,feathers
winter 2022,41,Materials,knits
winter 2022,41,Materials,leather
winter 2022,41,Materials,silk
winter 2022,41,Materials,sparkles
winter 2022,41,Trends,mixing textures
winter 2022,41,Trends,statement pieces
winter 2022,41,Other,accessorize
winter 2022,42,Clothing,black long sleeve ribbon tea
winter 2022,42,Clothing,black high-waisted jeans
winter 2022,42,Clothing,top (from Target)
winter 2022,42,Clothing,cropped leather jacket
winter 2022,42,Shoes,flat black boots
winter 2022,42,Colors,black
winter 2022,42,Materials,leather
winter 2022,42,Other,coat
winter 2022,43,Clothing,Oxblood Amelia Wickstead knitted dress
winter 2022,43,Clothing,30 Daniel tights in black
winter 2022,43,Clothing,ankle length Amelia Wickstead coat
winter 2022,43,Shoes,flat boots from Ferry
winter 2022,43,Accessories,two hairbands from Clementine and Mint
winter 2022,43,Accessories,black cashmere scarf from Amazon
winter 2022,43,Accessories,black leather gloves from Fairfax and Favour
winter 2022,43,Accessories,black amaz bag
winter 2022,43,Colors,Oxblood
winter 2022,43,Colors,Black
winter 2022,43,Materials,knitted
winter 2022,43,Materials,tights
winter 2022,43,Materials,fabric
winter 2022,43,Other,Erin Amber Mus fragrance
winter 2022,43,Other,go-to hairband
winter 2022,44,Clothing,cashmere base layer
winter 2022,44,Clothing,cashmere jumper dress
winter 2022,44,Clothing,woolen trousers
winter 2022,44,Clothing,green jumper
winter 2022,44,Clothing,navy maxi coat
winter 2022,44,Clothing,green g-lake
winter 2022,44,Clothing,navy pea coat
winter 2022,44,Clothing,sway gloves
winter 2022,44,Shoes,brown boots
winter 2022,44,Shoes,boots from Beary
winter 2022,44,Accessories,80 Danielle tights
winter 2022,44,Accessories,cashmere black watch scarf
winter 2022,44,Accessories,cashmere lined leather gloves
winter 2022,44,Accessories,black kelly belt
winter 2022,44,Accessories,patek leaf watch
winter 2022,44,Accessories,dual-tone day just
winter 2022,44,Accessories,sway gloves
winter 2022,44,Accessories,25th Birkin Madam Celiay
winter 2022,44,Colors,green
winter 2022,44,Colors,navy
winter 2022,44,Colors,brown
winter 2022,44,Colors,black
winter 2022,44,Materials,cashmere
winter 2022,44,Materials,woolen
winter 2022,44,Materials,leather
winter 2022,44,Other,g-lake
winter 2022,44,Other,Sheeling collar
winter 2022,44,Other,gold hardware
winter 2022,44,Other,Ebenefume
winter 2022,44,Other,Tom Ford
winter 2022,44,Other,Erin and Brett de Noir
winter 2022,44,Other,Atomizer
winter 2022,44,Other,Madam Celiay
winter 2022,45,Clothing,red knit body suit
winter 2022,45,Clothing,distressed one teaspoon jeans
winter 2022,45,Clothing,oversized wool blazer
winter 2022,45,Shoes,maroon loafers
winter 2022,45,Accessories,bag
winter 2022,45,Accessories,gold jewelry
winter 2022,45,Accessories,Alien by Nucleur
winter 2022,45,Colors,red
winter 2022,45,Colors,maroon
winter 2022,45,Materials,knit
winter 2022,45,Materials,wool
winter 2022,45,Trends,distressed jeans
winter 2022,46,Clothing,vest top
winter 2022,46,Clothing,t-shirt
winter 2022,46,Clothing,pajama trousers
winter 2022,46,Accessories,hat
winter 2022,46,Accessories,scarf
winter 2022,46,Trends,no bra season
winter 2022,46,Other,underwear
winter 2022,46,Other,long coat
winter 2022,46,Other,jumper
winter 2022,46,Other,zip-up piece
winter 2022,46,Other,anything comfy
winter 2022,46,Other,anything
winter 2022,46,Other,pigeon lady
winter 2022,46,Other,Paris winter fashion week
winter 2022,47,Clothing,turtle neck
winter 2022,47,Clothing,fleece-line leggings
winter 2022,47,Clothing,tides (pants)
winter 2022,47,Clothing,"dress (implied, as something to hide everything)"
winter 2022,47,Accessories,necklace
winter 2022,47,Accessories,watch
winter 2022,47,Accessories,cold-hoop earrings
winter 2022,47,Materials,fleece-line
winter 2022,47,Other,"chocolate (implied, as something to show for)"
winter 2022,47,Other,fun stuff
winter 2022,48,Clothing,dress
winter 2022,48,Clothing,jeans
winter 2022,48,Clothing,pants
winter 2022,48,Clothing,blazer
winter 2022,48,Clothing,shirt
winter 2022,48,Clothing,t-shirt
winter 2022,48,Clothing,biker boots
winter 2022,48,Shoes,boots
winter 2022,48,Accessories,purse
winter 2022,48,Accessories,red boots
winter 2022,48,Colors,red
winter 2022,48,Colors,deep cherry red
winter 2022,48,Colors,olive green
winter 2022,48,Trends,bold red
winter 2022,48,Trends,70 style bell bottom
winter 2022,48,Trends,pinstripe blazers
winter 2022,48,Trends,biker boots
winter 2022,49,Clothing,super baggy jeans
winter 2022,49,Clothing,baggy jeans
winter 2022,49,Clothing,leggings
winter 2022,49,Clothing,white tee
winter 2022,49,Clothing,cardigan
winter 2022,49,Clothing,oversized sweater
winter 2022,49,Clothing,first article of my own clothing
winter 2022,49,Shoes,chunky boots
winter 2022,49,Shoes,white sneakers
winter 2022,49,Trends,oversized
winter 2022,49,Trends,baggy
winter 2022,49,Other,anthems
winter 2022,49,Other,luggage
winter 2022,49,Other,Kim
winter 2022,49,Other,sneakers
fall 2022,0,Clothing,striped clothing
fall 2022,0,Clothing,leather jacket
fall 2022,0,Clothing,vintage leather jacket
fall 2022,0,Accessories,belt
fall 2022,0,Materials,leather
fall 2022,0,Trends,Coastal grandmother aesthetic
fall 2022,0,Trends,leather jackets having a moment
fall 2022,0,Patterns,stripes
fall 2022,1,Clothing,split hem pants
fall 2022,1,Clothing,micro vests
fall 2022,1,Trends,split hem pants
fall 2022,1,Trends,micro vests
fall 2022,2,Clothing,blazer
fall 2022,2,Clothing,trench coat
fall 2022,2,Clothing,bomber jacket
fall 2022,2,Colors,plaid
fall 2022,2,Colors,neutral
fall 2022,2,Materials,leather
fall 2022,2,Trends,tumbler grunge style
fall 2022,2,Patterns,plaid
fall 2022,3,Clothing,oversized flower pieces
fall 2022,3,Clothing,White T's
fall 2022,3,Accessories,clip-ons earrings
fall 2022,3,Accessories,Red Nails
fall 2022,3,Colors,blue eyes
fall 2022,3,Colors,Red Nails
fall 2022,3,Trends,Carrie Bradshaw
fall 2022,3,Trends,Sackspots
fall 2022,4,Clothing,dress
fall 2022,4,Clothing,over the knee boots
fall 2022,4,Shoes,over the knee boots
fall 2022,4,Trends,shoot trends
fall 2022,4,Trends,polka dot dress
fall 2022,4,Patterns,polka dot
fall 2022,4,Other,styling
fall 2022,4,Other,part two
fall 2022,6,Clothing,taylor mashing suit
fall 2022,6,Clothing,nighties
fall 2022,6,Clothing,vests
fall 2022,6,Clothing,bomberjack
fall 2022,6,Trends,nighties back
fall 2022,6,Trends,entrant vests
